PG.ProteinGroups	PG.ProteinDescriptions	[1] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_10.raw.PG.Quantity	[2] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_11.raw.PG.Quantity	[3] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_12.raw.PG.Quantity	[4] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_13.raw.PG.Quantity	[5] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_14.raw.PG.Quantity	[6] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_15.raw.PG.Quantity	[7] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_16.raw.PG.Quantity	[8] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_17.raw.PG.Quantity	[9] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_18.raw.PG.Quantity	[10] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_19.raw.PG.Quantity	[11] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_20.raw.PG.Quantity	[12] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_21.raw.PG.Quantity	[13] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_22.raw.PG.Quantity	[14] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_23.raw.PG.Quantity	[15] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_24.raw.PG.Quantity	[16] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_25.raw.PG.Quantity	[17] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_26.raw.PG.Quantity	[18] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_27.raw.PG.Quantity	[19] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_37.raw.PG.Quantity	[20] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_38.raw.PG.Quantity	[21] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_39.raw.PG.Quantity	[22] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_40.raw.PG.Quantity	[23] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_41.raw.PG.Quantity	[24] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_42.raw.PG.Quantity	[25] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_43.raw.PG.Quantity	[26] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_44.raw.PG.Quantity	[27] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_45.raw.PG.Quantity	[28] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_49.raw.PG.Quantity	[29] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_50.raw.PG.Quantity	[30] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_51.raw.PG.Quantity	[31] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_52.raw.PG.Quantity	[32] 20221028_MK_E1200_MVL_FAIMS_1CV_15cm_70min_1561_prep005_HRMS1_DIA_500ng_53.raw.PG.Quantity
A0A0B5EXM8	Hydrolase	187897.46875	29606.634765625	146558.171875	613191.5625	547901.875	283585.03125	91907.390625	98890.1875	50465.3203125	106769.71875	132721.40625	131799.484375	140599.703125	101918.46875	229831.25	59084.12109375	32552.541015625	Filtered	127417.109375	248865.125	220077.5	78087.8359375	54685.328125	48418.7578125	48137.9140625	64891.74609375	16782.603515625	35208.7265625	24407.67578125	36414.33984375	16440.845703125	63788.765625
A0A0B5EXP8	PAC2 family protein	8043.5966796875	47708.1171875	12154.0888671875	441920.21875	412068.1875	282183.21875	124790.125	237386.9375	270463.5625	14673.8603515625	44854.6875	42851.28515625	449220.96875	293606.78125	474043.0625	123718.75	136244.96875	145482.796875	2.9802560806274414	173508.828125	7.372467994689941	575041.9375	401311.4375	372399.125	403162.75	550894.75	498460.71875	428716.78125	495717.3125	386249.625	233898.6875	209854.875
A0A0B5EXQ3	DNA-binding protein HU (Hs1)	30148434	54384036	50060420	7630556.5	22776912	89491416	98219936	106806456	104122264	44323340	53997256	42742972	47917324	58166124	12200584	289281344	55273472	114281696	5066052	24528038	8993467	9298587	22880638	7029022.5	8629459	8657552	6730397.5	19260078	59053048	15784356	12509770	15556349
A0A0B5EXQ6	Two-component system response regulator	664625.375	529597.875	585518.8125	430257.625	538666.9375	417738.75	668563.4375	660643.9375	590027.625	852010.8125	652714.125	661853.375	291453.25	369610.25	402361.875	1331887.75	610840.3125	607120.3125	649417.375	666215.1875	593175.5625	466864.1875	748901.5625	517624.8125	545563.625	590934.5	751751	722961.625	629141.4375	489532.25	422091.5	426164.875
A0A0B5EXR3	DNA replication and repair protein RecF	162220.0625	119421.5546875	122016.5859375	185509.28125	127836.3984375	150999	137836.109375	188274.390625	203188.671875	156539.375	133104.96875	129543.1171875	104762.6171875	120118.6015625	157837.359375	164021.625	128776.8515625	136042.265625	233536.21875	266893.71875	276360.8125	93561.6796875	30760.0390625	130756.1015625	84366.125	131674.65625	116090.9765625	110320.6328125	106186.65625	179781.140625	212297.03125	200255.40625
A0A0B5EXS0	Cell division ATP-binding protein FtsE	282848.09375	204402.453125	211896.25	447797.3125	418110.375	476586.53125	685457.625	756055.25	802879.25	196374.265625	208293.875	284374.15625	302890.40625	348960.0625	316719.84375	645298.125	669193.125	532814.5625	822100.3125	663343.4375	712379.375	327189.65625	68896.0625	464988.9375	457784.21875	491609.65625	634594.6875	268348.21875	284598.78125	569527.25	429329	534265.0625
A0A0B5EXS2	Pup--protein ligase	7640356.5	7261138	7668353.5	5982794.5	4894249	4132410.25	2681048.75	3302650.5	3190612	7192880	6270766.5	6257339.5	4813319	4599333	5324880	3544907.75	3222644.25	3112572.5	11234083	17096290	16040859	5112556	5099682.5	5596235.5	5470264	5044302.5	6211529	6184358.5	5267461	5276679	4863851.5	4335865.5
A0A0B5EXS4	ParB-like protein	453453.1875	478698.71875	562095.875	718297.0625	520951.25	480056.125	471117.0625	444880.84375	459079.46875	604297.375	656231.5	584660	389777.25	401285.625	692655.25	319079.75	376414.375	354492.65625	283781.21875	777167.375	622461.125	570453.6875	482394.8125	537535.4375	506063.65625	437715.46875	414425.875	481643.625	425997.65625	567745.8125	480060.5625	583214.0625
A0A0B5EXS5	Non-specific serine/threonine protein kinase	192658.828125	255743.09375	274931.625	224502.4375	167586.3125	212674.984375	144220.734375	168997.1875	185296.859375	163394.375	144006.875	155711.625	205092.546875	215238.75	233702.5	412651.53125	335438.375	480088.03125	800621.75	3257767.75	2366719	358393.5625	389022.28125	531689.5	518355.9375	401207.21875	299069.75	357317.25	361726.78125	397763	367127.0625	316274.375
A0A0B5EXT3	UDP-glucose 4-epimerase	1368451	909313.75	1176149.625	577763.1875	522035.71875	457727.09375	739450.8125	670467.875	890595	1131012	860565.9375	922376.9375	455133.75	477317.4375	490810.875	619356.5	381587.5	602869.0625	1650035.5	1045643.875	751177.875	572855.875	437225.09375	808433.25	636282.3125	569707.5	483542.1875	453468.15625	390986.75	928250.4375	838607.75	1044826.375
A0A0B5EXU0	30S ribosomal protein S6	1782792.375	4496267	3837123.25	4142962	4197219	9133585	8779552	10615549	13127107	2150749.75	2576121.5	2402124.75	3887257.75	4756946	4176934	12811573	13659727	15044888	1548566.625	2421354.25	2452395	3374975	4279379.5	3912967.25	4019620	4087088.75	6156212	5434654	5873442.5	6007022	5210793	6810609.5
A0A0B5EXU2	ATP/GTP-binding protein	148854.015625	128848.015625	103922.640625	127207.015625	175216.28125	131535.109375	1455935.125	1294030.5	1135451.875	55079.42578125	87491.1015625	77689.84375	147560.046875	91051.890625	170196.28125	424693.53125	616483.125	469241.84375	213588.921875	287832.71875	263657.59375	185061.53125	60443.72265625	172401.15625	150100.03125	264262.71875	514018.4375	33538.33203125	95728.515625	499439.21875	438763.1875	757939.1875
A0A0B5EXU3	Two-component system response regulator	2178155	2008866.125	2562862.25	1313940.375	1166975.75	1289166.875	2498134	2211717	2346574.75	1960662.75	1764846.125	1445618.5	870812.1875	938478.9375	1243570.375	2151296	2175043	1885503.625	3638235	6505858	4335359	881311.5625	981533.6875	1230662.875	1318168.375	1529399.75	1649462	770792.4375	825784.1875	1225582.375	1203088.75	1523349.625
A0A0B5EXU8	Siderophore-interacting protein	8331.7060546875	46313.109375	17800.73828125	194623.875	102170.2421875	14741.583984375	65007.81640625	90532.5703125	97600.421875	93100.2734375	118183.4921875	126858.953125	91629.6328125	131740.71875	80353.9140625	282481.9375	156503.90625	318931.84375	38513.203125	Filtered	Filtered	24342.833984375	24833.546875	89121.875	Filtered	55617.92578125	651895.125	55293.67578125	49129.77734375	86558.4140625	94710.7265625	180325.015625
A0A0B5EXW2	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT	597892.8125	439876.3125	587869.8125	488260.25	433144	496509.21875	406876.46875	290208.21875	351059.625	840391.375	841732.5625	1038907.375	767662.5	751254.75	758751.25	395621.65625	695786.5	431510.0625	1006465.75	1073597	895451.375	404833.78125	274291.28125	295712.59375	394998.34375	414378.3125	805801.1875	469569	477557.46875	688113.1875	602584.9375	576204.0625
A0A0B5EXW6	Phosphoenolpyruvate transferase	1287792.125	1029138.375	1048564.9375	451545.84375	343690.3125	235868.609375	527842.125	373240.625	512129.9375	888388.0625	861259.75	721900.625	281339.21875	174076	320054.0625	539870.625	501848.375	363519.25	736165.6875	894921.125	801482.0625	443063.78125	188907.34375	519502.5	472642.0625	340211.15625	322536.90625	380716.78125	264567.15625	557775.8125	721934.375	506594.28125
A0A0B5EXX0	ECF subfamily RNA polymerase sigma factor	Filtered	Filtered	NaN	1.0387210845947266	Filtered	Filtered	Filtered	Filtered	Filtered	7.360828399658203	4.365106582641602	8.56528091430664	Filtered	Filtered	NaN	0.0006820464041084051	Filtered	0.0002708868414629251	0.0004897118196822703	Filtered	Filtered	NaN	NaN	Filtered	Filtered	Filtered	3.8645987510681152	NaN	NaN	Filtered	2.132091760635376	Filtered
A0A0B5EXX5	Recombination protein RecR	NaN	Filtered	2564.853515625	65868.140625	2038.450439453125	14774.9697265625	63609.296875	7194.822265625	102691.5390625	3595.539794921875	3896.90478515625	NaN	53329.890625	32187.595703125	41555.80078125	285758.5	234607.4375	Filtered	Filtered	Filtered	Filtered	23087.5703125	15288.9814453125	46964.4765625	50666.48046875	44843.69140625	37519.48046875	6398.578125	7851.916015625	30814.2578125	55713.6953125	56130.40625
A0A0B5EXX9	rRNA methylase	141660.84375	141019.421875	62884.41015625	57422.12109375	80252.7578125	90499.75	147356	107457.6015625	186388.140625	49428.75	32175.69140625	15951.4140625	159407.5	129173.625	126613.9921875	139929.84375	89214.7421875	91105.9609375	Filtered	Filtered	Filtered	76408.453125	59046.80859375	241566.796875	235404.5625	143347.296875	94281.4296875	128006.234375	159284.8125	204612.25	102949.671875	157591.5625
A0A0B5EXY5	Non-specific serine/threonine protein kinase	56236.234375	120961.9296875	91990.640625	53621.67578125	42778.99609375	38328.96484375	70734.5	73480.8671875	40012.66796875	82645.3671875	117448.359375	60127.84375	63744.95703125	101184.3046875	55131.16796875	Filtered	102954	1.2863304615020752	135017.84375	335397.8125	238779.265625	58633.609375	14626.17578125	52905.30078125	40826.13671875	47076.80078125	58354.7421875	63510.4765625	37886.90234375	72121.6484375	40739.19140625	61587.53125
A0A0B5EXZ2	DNA-binding response regulator RegX3	214433.765625	348664.625	345198.65625	123285.765625	94632.140625	108665.3125	214971.53125	214455.015625	213201.109375	182617.015625	185392.5	158389.15625	86136.1796875	93501.5546875	124353.234375	301973.28125	180953.65625	204804	454526.3125	688941.375	761353.3125	137373.140625	148103.0625	220563.828125	215937.859375	235971.65625	239133.390625	213302.921875	196962.703125	292801.09375	235004.5	229013.40625
A0A0B5EXZ6	SigL-like sigma factor	36893.1640625	56111.2890625	68404.984375	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	47011.70703125	49863.015625	40586.2421875	Filtered	1.1888518333435059	23074.119140625	345952.53125	Filtered	395178.8125	56577.94140625	325525.5	409597.40625	25077.412109375	Filtered	Filtered	32322.634765625	Filtered	61970.98046875	Filtered	117048.7578125	Filtered	Filtered	1306441.75
A0A0B5EY06	Cystathionine beta-synthase	958849.4375	894503.375	1011782	1285385.125	1379621	1335788.75	749372.3125	546901.5	744358.3125	924959.5625	1079497.5	1120111.125	503155.09375	842638.1875	1049186.25	316062.84375	631146.875	552824.6875	855062.375	211187.84375	380801.125	1211845	1330577.875	1233228.625	1502556.875	1402959.125	781653.5625	854538.375	597886.25	993379.3125	1288837.5	1011745.5
A0A0B5EY19	Aminopeptidase P	3752274.25	3197421.75	3471238.75	3266908.75	2186809.75	2860575.25	1614337.5	1382786.625	1375103.25	2817384.25	3029949	2035694.25	2297950	2163677.25	2624295.75	962821.125	1021820.25	982453.0625	3973596.75	4365641.5	2383442	4391361.5	7237578.5	3105555.75	2760186	2981972.75	1612939.75	3399896.5	3284529.75	2220244	2594720	1726897.25
A0A0B5EY22	Acetylglutamate kinase	1013250.6875	1301415.25	1265366.625	904051.0625	597326.625	715341.875	671672.9375	449000.59375	960054.75	921251.625	883313.4375	944962.5	633425.5	409694.90625	840451.0625	281085.3125	998586.75	257616.984375	1018657	552996	1103886.5	484762.5625	170127.78125	961472.375	670137.875	635262.375	364881.4375	708802.3125	452649.8125	139241.265625	249304.234375	185139.34375
A0A0B5EY26	Chaperone protein ClpB	751594.0625	563911.5625	592369.125	887988.5625	772338.25	736535.75	693597.5625	639601.5	535829	810704.875	776553.0625	706642.0625	598724.875	505099.34375	714453.5625	347419.5	332528.28125	426224.875	648276.5625	536678.1875	855862.9375	977563.0625	963660	1141735.875	1062440.875	1171744.25	825748.125	600016.125	637109.5	906626.9375	704844.4375	682210.5625
A0A0B5EY44	Iron-sulfur-binding reductase	404011.46875	525873.625	540311.0625	240247.046875	158022.234375	134238.953125	103200.328125	92495.1484375	225940.09375	372840.8125	308749.5625	265815.96875	260871.09375	261967.984375	295003.9375	69655.09375	140425.9375	102039.1171875	1200349.375	2246244.5	1975928.25	573248	392340.3125	238767.25	185562.734375	209604	140077.625	414546.125	403718.4375	202581.96875	234789.4375	183319.828125
A0A0B5EY51	NADH-quinone oxidoreductase subunit N	5437.7255859375	4256.22216796875	9187.6953125	31399.138671875	NaN	27484.29296875	Filtered	176472.828125	Filtered	3.712648630142212	1087.734375	Filtered	5866.38720703125	12094.8935546875	31863.82421875	Filtered	Filtered	Filtered	440042.25	1304125.625	1582901.875	47676.9375	56500.14453125	30047.697265625	29165.900390625	10246.533203125	6149.26513671875	40170.48046875	57457.48828125	7124.78857421875	918.1976318359375	216674.421875
A0A0B5EY54	Uracil phosphoribosyltransferase	183349.59375	481286.875	475684.09375	262542.34375	236893.171875	185690.515625	450005.84375	400504.71875	437805.21875	387651.15625	407449.625	226246.90625	144023.4375	143386.03125	229100.359375	592946.3125	874584.0625	569228.375	259013.015625	1257363	1051133.875	341727.96875	347382.65625	600305.75	515413.75	513604.65625	492560	368401.8125	351992.59375	622666.4375	634860.6875	517364.125
A0A0B5EY55	dCTP deaminase, dUMP-forming	308963.75	135582.984375	299831.78125	485231.03125	355376.375	245339.328125	338375.1875	406672.375	458592.1875	533643.125	560151.8125	403000.125	335024.875	246729.703125	331309	430855.8125	422880.5625	279945.8125	45854.64453125	Filtered	69826.21875	358802.03125	242573.5	298955.21875	323304.5625	360126.5	616397.5	368332.46875	389424.40625	329713.78125	347212.84375	390356.375
A0A0B5EY57	NADH-quinone oxidoreductase subunit I	534457.0625	391714.84375	452315.09375	1030505.1875	1392761.875	1643578.875	902045.9375	1025088.25	994232.8125	186384.171875	376757.0625	425057.09375	1657338.5	1353033	1423355.375	1391687	944653.625	682751.3125	510172.03125	106405.6015625	3406.634521484375	1730161.75	1716247.875	2938308.25	3298549.5	2728588.5	1089810.25	2742546.5	2666581	2371830.75	2342321.25	1794055.625
A0A0B5EY62	NADH-quinone oxidoreductase subunit D	441139.28125	443892.59375	508060.15625	273438.28125	244116.90625	239671.828125	168322.1875	206719.1875	214037.484375	320440.59375	287471.5625	293546.65625	392077.1875	314053.90625	449669.6875	87166.5859375	139940.984375	90989.1640625	908179.9375	2365687.5	1816412.625	587349.9375	593621.375	856124.875	1067786.75	1005397.3125	410069.9375	595462.3125	541822.9375	843116	958322.8125	662373.8125
A0A0B5EY63	Acetyltransferase	55293.3515625	80464.453125	81187.1875	40443.7734375	23675.95703125	21395.130859375	34978.9140625	34627.08984375	27018.4921875	38299.2265625	38957.29296875	38077.5625	23269.87890625	22575.259765625	26806.001953125	49219.25390625	21114.3984375	35905.96484375	125089.46875	358358.3125	433187.71875	17221.482421875	14501.08984375	27696.14453125	21603.40234375	32649.998046875	28480.787109375	14306.0986328125	17641.904296875	34573.46484375	32321.65625	10860.4833984375
A0A0B5EY99	MinD-like ATPase involved in chromosome partitioning or flagellar assembly	183264.6875	260029.265625	284700.8125	197835.96875	122276.9921875	171636.015625	294076.53125	237937.796875	240502.453125	220336.1875	178273.03125	224492.125	106426.140625	223894.25	186205.15625	600554.6875	1203428.5	488126.96875	754694.875	1529056.875	1346550.25	211140.40625	155285.828125	251841.78125	201693.90625	402502.1875	505008.375	164809.765625	141340.765625	276083.28125	195907.65625	201297.53125
A0A0B5EYB2	Lipid A biosynthesis lauroyl acyltransferase	56349.3359375	65504.7890625	58906.96875	209800.53125	133453.734375	161330.65625	140796.390625	93181.6875	159307.375	72119.5	85978.390625	80935.453125	162687.28125	151564.703125	185451.171875	248025.015625	237898.140625	267074.34375	69679.8515625	102923.4140625	65142.4921875	279511.96875	256636.46875	287177.5	259200.625	234952.8125	191489.671875	255546.265625	280547.71875	333983.71875	296654.71875	236226.90625
A0A0B5EYB8	Pyridoxal 5'-phosphate synthase subunit PdxT	Filtered	1.0493073463439941	Filtered	162490.890625	150942.375	111364.7890625	97303.3359375	99141.265625	83075.875	12117.3359375	25507.083984375	40497.9375	188093.03125	183343.75	247863.71875	33005.24609375	63197.3515625	26726.072265625	Filtered	Filtered	Filtered	73912.1484375	38465.0625	218509.96875	96088.8515625	127879.765625	58127.2578125	125119.40625	79697	134768.15625	156930.984375	165635.296875
A0A0B5EYC2	Chorismate dehydratase	168051.609375	31601.904296875	79312.1953125	207614.984375	203372.46875	100285.984375	14535.458984375	22512.60546875	35831.625	90301.5078125	124145.9453125	152612.890625	146936.75	211992.015625	186372.9375	50726.64453125	15761.326171875	22948.39453125	106061.1875	149332.421875	Filtered	102473.6171875	69982.7734375	Filtered	Filtered	26795.91015625	96890.578125	95436.1171875	71152.5234375	44124.34375	18308.201171875	32011.1328125
A0A0B5EYD0	Aminodeoxyfutalosine synthase	33462.1328125	7210.3232421875	25824.75	104833.359375	91906.0390625	117816.09375	36669.1953125	42633.875	20779.26171875	91794.8828125	84358.796875	104694.6796875	106417.2421875	73416.78125	81313.046875	1.7386006116867065	18268.939453125	19708.85546875	366.3829650878906	Filtered	5.311310768127441	68600.796875	14410.1494140625	17192.880859375	45480.578125	58679.5078125	35874.36328125	31095.294921875	38608.63671875	37619.6171875	19361.650390625	20719.484375
A0A0B5EYD8	Phosphoribosylformylglycinamidine cyclo-ligase	895291.375	225904.71875	568972.0625	1318395.125	1141387.375	1126628.875	1118632.5	443950.96875	877610	946204.375	810268.3125	884997.5625	571219.625	1394472.75	1207922.125	213848.171875	10619.8125	4965.94970703125	313023.53125	7443.2890625	420102.625	572467.4375	877354.8125	171797.953125	183137.984375	209028.71875	375432.75	538399.8125	477934.875	267276.9375	119562.046875	289399
A0A0B5EYF2	Glutamate-1-semialdehyde 2,1-aminomutase	1773853.625	1332756.125	1422779.75	616009.8125	456550.59375	435102.59375	500420.8125	387345.1875	599213.4375	1922238.875	1891281.25	1824797.75	428373.375	380946.21875	351424.65625	765005.0625	340530.65625	614619.625	644352.25	823307.5625	1114128.625	496934.75	626029	553531.125	493825.59375	439595.03125	512691.6875	304756.03125	317641.34375	350526.21875	438311.5	308536.5
A0A0B5EYH3	Sporulation associated protein	5992.24658203125	8243.2275390625	11632.1279296875	205870.484375	114204.359375	197393	225498.015625	149563.1875	214595.484375	112139.9140625	106995.546875	97830.1484375	29834.0703125	1439.4390869140625	20775.025390625	5662.53271484375	6891.46630859375	4801.20849609375	1.4962854385375977	116.77770233154297	7002.2666015625	76937.1171875	82174.2265625	211315.890625	171709.34375	151695.28125	103818.4453125	46092.3671875	59024.9296875	121508.1015625	121181.546875	53955.05078125
A0A0B5EYH4	Alanine--tRNA ligase	1575220.5	1318273.5	1403469.5	1214769	1040706.6875	798896.5625	778487.875	757111.0625	786865.4375	1749289.75	1752588.375	1946327.375	799121	789316.1875	1009468.6875	1237297.875	1134061.875	958486.0625	2529055.25	2880151.75	1613504.375	508206.09375	343703.09375	597673.6875	499029.9375	589120.4375	536881.625	459071.0625	300091.3125	553260.75	660468.1875	541640.375
A0A0B5EYH7	Magnesium or manganese-dependent protein phosphatase	166814.984375	144264.4375	195744.90625	144003.984375	156531.5625	137658	186416.703125	183004.625	169185.65625	167151.0625	143431.390625	181347.421875	152725.4375	139210.5	109756.53125	183411.9375	260732.28125	156041.59375	160708.921875	203596.453125	257750.6875	213087.84375	251728.6875	335241.09375	429739.09375	371497.15625	137833.734375	208706.375	194085.234375	363085.9375	434353.8125	312413.375
A0A0B5EYI7	Arginine--tRNA ligase	1685094.125	1137018.75	1380829	1087416.125	595682.625	409182.75	368881.875	662410	427889.59375	958629.4375	981417.9375	986803.125	585725.0625	600887.4375	485505.59375	718795.4375	360046.25	587573.625	1997284.5	2301128	1923692.75	466316.84375	407948.65625	450165.59375	697919.0625	654691.1875	479178.1875	544299.9375	352708.09375	561347.9375	280379.9375	374380.8125
A0A0B5EYJ1	Transcription antitermination protein NusB	190161.265625	187299.6875	172929.359375	Filtered	Filtered	25937.826171875	30540.619140625	53145.671875	46466.01953125	154685.625	97094.15625	95522.5234375	Filtered	Filtered	Filtered	45227.55078125	Filtered	1.142096996307373	2.83392071723938	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	Filtered	70382.15625	Filtered	Filtered	Filtered
A0A0B5EYJ2	Secreted 5'-nucleotidase	612557.9375	778154.9375	599262.875	107700.453125	141884.015625	6987.640625	67013.5390625	85042.71875	607783.75	300971.34375	317827.09375	387520.0625	475865.46875	152333	264532.25	467207.15625	240948.375	668035.75	552880.1875	1142440.75	1310503.875	329498.5	63156.69921875	33817.05078125	37766.75	35404.75	92310.921875	1330193.75	908075.125	71586.3359375	62816.8125	22.137136459350586
A0A0B5EYJ7	Two-component system response regulator	188704.96875	169397.453125	229808.9375	189377.4375	168342.703125	117369.8515625	143838.46875	167705.21875	170187.15625	178186	233808.671875	136220.109375	188354.59375	242732.6875	200380.8125	258831.21875	208639.84375	234863.734375	52635.2265625	574.1997680664062	36441.9375	141425.015625	133435.53125	185083.640625	227647.078125	187199.5625	120319.4296875	134895.359375	116026.8203125	161166.4375	201884.046875	110008.71875
A0A0B5EYJ9	Guanylate kinase	3581161.25	9852059	9325634	16784308	12551293	21330522	66585580	77168440	105926512	8510500	11545050	5859056	12184153	12640502	15698464	159128128	103175704	118814144	4318507	22378984	14699340	20721372	20051032	28089748	29042012	45740108	60650232	31232742	44285976	50431620	50063628	53530328
A0A0B5EYK4	S-adenosylmethionine synthase	891662.1875	786593.5625	876364.375	8677427	7425946.5	6758819.5	3965758.75	3470707.5	3198030.75	1553818.125	1872560.125	1515009.375	10112330	9150794	9975892	2552933.75	2684112.25	2468600.75	1130296.25	1011551.875	1211704.375	6105687.5	2795129.5	4015624	4145309.75	3982696	3280114	5959991	5638559.5	4487395.5	4953921	5635197.5
A0A0B5EYK5	Non-specific serine/threonine protein kinase	88781.03125	167344.421875	25759.72265625	55852.91015625	28515.623046875	10894.46484375	32636.330078125	18033.669921875	23115.568359375	30375.51953125	24638.6796875	25273.646484375	24565.60546875	6151.10595703125	32047.705078125	Filtered	31423.89453125	5945.80712890625	59911.78515625	97642.6015625	7836.765625	36451.00390625	Filtered	Filtered	Filtered	283441.125	12705.08984375	34602.59765625	23503.3125	34516.59765625	58697.6640625	43853.00390625
A0A0B5EYL6	DUF2516 family protein	241109.359375	194546.59375	236846.625	126615.0859375	59967.1875	19005.736328125	74894	53872.7734375	37367.76953125	159192.65625	234441.171875	200795.84375	107395.828125	128379.7421875	112900.703125	33318.921875	314663.0625	311346.90625	3139837.5	6991704	5795739	329047.21875	602087.875	591981.375	265642.5625	457423.59375	118754.875	110117.625	96268.7734375	512578.75	313458.46875	279009.71875
A0A0B5EYL7	Inosine 5-monophosphate dehydrogenase	950071.8125	763802.625	831431.125	149463.03125	135499.875	249535.0625	165662.046875	97351.4453125	190530.046875	1065025.25	1090137.625	771181.4375	154718.5	95144.2734375	78421.40625	465525.78125	546985.6875	900865	237773.03125	359.0452575683594	3829.66552734375	35904.4140625	97566.9375	71370.96875	231175.1875	69074.5390625	155191.84375	46339.78125	49194.45703125	66286.5859375	256550.390625	109549.53125
A0A0B5EYM4	Riboflavin synthase subunit alpha	103477.3125	36080.15234375	115005.2734375	342790.90625	190159.0625	229497.796875	754241.625	826574.625	613099.9375	132365.8125	157918.28125	60736.02734375	159292.71875	139581.203125	155091.984375	413469.78125	392438.0625	290563.5	Filtered	22180.28125	70555.578125	456781.28125	293938.9375	1890762.5	2382262.5	2107509.25	98571.6015625	147927.46875	179263.890625	1488477.625	1485833.5	711860.375
A0A0B5EYM9	ATP phosphoribosyltransferase	343460.375	617010.5625	487958.71875	119175.4765625	142349.859375	162282.5	79927.515625	182740.828125	137309	412344.1875	270066.90625	243604.28125	230944.265625	211943.015625	142429.59375	196004.546875	303235.9375	89624.8203125	215934.671875	308509.9375	359348.78125	44111.1328125	68751.6484375	89321.9609375	72977.078125	86880.6796875	75769.3515625	130523.7890625	190402.796875	4.8466362953186035	67354.4140625	7090.9423828125
A0A0B5EYP6	Transcriptional factor regulator	46045.39453125	65217.078125	36314.359375	228384.921875	155200.078125	314336.8125	307413.75	453144.71875	538684.3125	73234.875	73828.3515625	94443.609375	137978.1875	153294.96875	153510.875	291718.03125	478540.1875	460425.25	186512.15625	615034.1875	193035.09375	243747.1875	131805.171875	221434.109375	228854.953125	274675.5	346399.09375	195112.09375	167441.046875	280060.15625	255400.71875	305840.8125
